Sarsa,QLearning,Sarsa Error Bar,QLearning Error Bar
977.633,981.4,33.3667,29.6
977.633,981.4,33.3667,29.6
977.633,981.4,33.3667,29.6
977.633,981.4,33.3667,29.6
977.633,981.4,33.3667,29.6
977.633,981.4,33.3667,29.6
977.633,981.4,33.3667,29.6
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.4,33.3667,29.6
977.633,981.4,33.3667,29.6
977.633,981.4,33.3667,29.6
977.633,981.4,33.3667,29.6
977.633,981.4,33.3667,29.6
977.633,981.4,33.3667,29.6
977.633,981.4,33.3667,29.6
977.633,981.4,33.3667,29.6
977.633,981.4,33.3667,29.6
977.633,981.4,33.3667,29.6
977.633,981.5,33.3667,29.5
977.633,981.4,33.3667,29.6
977.633,981.433,33.3667,29.5667
977.633,981.4,33.3667,29.6
977.633,981.4,33.3667,29.6
977.633,981.4,33.3667,29.6
977.633,981.5,33.3667,29.5
977.633,981.433,33.3667,29.5667
977.633,981.4,33.3667,29.6
977.633,981.4,33.3667,29.6
977.633,981.4,33.3667,29.6
977.633,981.367,33.3667,29.6333
977.633,981.4,33.3667,29.6
977.633,981.4,33.3667,29.6
977.633,981.4,33.3667,29.6
977.633,981.4,33.3667,29.6
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
948.933,981.367,43.2548,29.6333
977.633,981.333,33.3667,29.6667
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.4,33.3667,29.6
977.633,981.367,33.3667,29.6333
977.633,981.233,33.3667,29.7667
977.633,981.367,33.3667,29.6333
977.633,981.4,33.3667,29.6
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
948.933,981.4,43.2548,29.6
977.633,981.4,33.3667,29.6
977.633,981.4,33.3667,29.6
977.633,981.4,33.3667,29.6
977.633,981.4,33.3667,29.6
977.633,981.333,33.3667,29.6667
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,944.3,33.3667,46.3437
977.633,981.333,33.3667,29.6667
977.633,981.333,33.3667,29.6667
977.633,981.333,33.3667,29.6667
977.633,981.367,33.3667,29.6333
977.633,981.333,33.3667,29.6667
977.633,981.367,33.3667,29.6333
977.633,981.333,33.3667,29.6667
977.633,981.3,33.3667,29.7
977.633,981.333,33.3667,29.6667
977.633,981.4,33.3667,29.6
977.633,981.333,33.3667,29.6667
977.633,981.3,33.3667,29.7
977.633,981.333,33.3667,29.6667
977.633,981.333,33.3667,29.6667
977.633,981.333,33.3667,29.6667
977.633,981.433,33.3667,29.5667
977.6,981.3,33.4,29.7
977.633,981.333,33.3667,29.6667
977.633,981.333,33.3667,29.6667
977.633,981.333,33.3667,29.6667
977.633,981.333,33.3667,29.6667
948.933,981.333,43.2548,29.6667
977.633,981.333,33.3667,29.6667
977.633,981.333,33.3667,29.6667
948.933,981.333,43.2548,29.6667
948.933,981.333,43.2548,29.6667
977.633,981.333,33.3667,29.6667
977.633,981.333,33.3667,29.6667
977.633,981.3,33.3667,29.7
977.633,981.333,33.3667,29.6667
977.633,981.333,33.3667,29.6667
948.933,981.333,43.2548,29.6667
948.933,981.333,43.2548,29.6667
977.633,981.333,33.3667,29.6667
977.633,981.333,33.3667,29.6667
977.633,981.4,33.3667,29.6
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.433,33.3667,29.5667
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.367,33.3667,29.6333
977.633,981.3,33.3667,29.7
977.633,981.2,33.3667,29.8
977.633,981.333,33.3667,29.6667
977.633,981.333,33.3667,29.6667
977.633,981.333,33.3667,29.6667
977.633,981.333,33.3667,29.6667
