Sarsa,QLearning,Sarsa Error Bar,QLearning Error Bar
-134.733,-138.567,0.143305,0.212718
-134.867,-138.567,0.0926411,0.274106
-134.733,-138.333,0.106494,0.210819
-135.133,-138.067,0.164235,0.172429
-136.033,-138.333,1.24521,0.255214
-134.767,-138.433,0.132902,0.238209
-134.767,-138.167,0.1492,0.198172
-134.833,-138.3,0.108101,0.230691
-134.767,-138.267,0.1492,0.172429
-134.9,-138.267,0.120821,0.191385
-134.8,-138.533,0.121296,0.228606
-134.9,-138.333,0.138547,0.255214
-134.833,-138.2,0.127607,0.205667
-134.8,-138.4,0.100573,0.201146
-134.533,-138.433,0.114805,0.183725
-134.6,-138.467,0.0909718,0.218318
-134.733,-138.167,0.11679,0.192284
-134.767,-138.2,0.1492,0.205667
-134.8,-138.4,0.111417,0.206782
-134.533,-138.233,0.104313,0.201622
-134.7,-138.3,0.136878,0.230691
-134.567,-138.533,0.141286,0.23358
-134.633,-138.4,0.13116,0.242591
-134.833,-138.167,0.179932,0.198172
-134.533,-138.233,0.124414,0.195838
-134.733,-138.433,0.126249,0.201622
-134.467,-138.3,0.141692,0.167126
-134.767,-138.2,0.123952,0.205667
-134.633,-138.133,0.122083,0.207521
-134.567,-138.067,0.114303,0.208626
-134.433,-138.2,0.114303,0.205667
-134.733,-138.133,0.126249,0.196131
-134.7,-138.5,0.118903,0.202001
-134.667,-138.2,0.161411,0.168836
-134.733,-138.367,0.143305,0.211635
-134.567,-138.3,0.114303,0.235621
-134.567,-138.467,0.156714,0.261443
-134.6,-138.233,0.123176,0.201622
-134.567,-137.867,0.123952,0.171091
-134.667,-138.267,0.138409,0.172429
-134.467,-138.3,0.114805,0.180357
-137.133,-138,1.75887,0.166091
-134.467,-138.433,0.104313,0.195838
-136.033,-138.033,1.34718,0.194661
-135.967,-138.133,1.31611,0.19018
-135.933,-138,1.2829,0.179399
-137.333,-138.133,1.8228,0.149584
-135.933,-138,1.28379,0.172873
-137.467,-137.967,1.96973,0.194661
