Sarsa,QLearning,Sarsa Error Bar,QLearning Error Bar
3.56353,3.59958,0.0339206,0.0337069
3.61078,3.62489,0.0320473,0.033031
3.53,3.63669,0.034348,0.0334919
3.60763,3.61551,0.0312565,0.0335602
3.63061,3.61997,0.0322595,0.0319297
3.56541,3.66684,0.0367319,0.0310828
3.53871,3.59914,0.0347587,0.0359348
3.61009,3.64877,0.0327873,0.0324465
3.56009,3.62577,0.0310645,0.0325045
3.5423,3.6776,0.037591,0.0317798
3.61165,3.61075,0.0317392,0.0348128
3.55236,3.636,0.0331248,0.0327536
3.56387,3.606,0.0325261,0.0314943
3.55052,3.59412,0.0341558,0.0342492
3.54322,3.61961,0.0324092,0.031327
3.56101,3.64372,0.032813,0.0327223
3.58779,3.63221,0.0318952,0.0347174
3.59587,3.60543,0.0325506,0.0320844
3.61623,3.60738,0.0315962,0.0339136
3.55766,3.63933,0.0336562,0.0307673
3.63423,3.6157,0.0352814,0.0346394
3.60217,3.63209,0.0335308,0.0363202
3.60693,3.59299,0.0343173,0.0353303
3.54408,3.60858,0.0366976,0.031127
3.57632,3.58972,0.0336479,0.0358832
3.60773,3.62985,0.0323817,0.0345358
3.55723,3.61056,0.0352235,0.035407
3.59617,3.64081,0.0333844,0.0322704
3.56352,3.63609,0.0327599,0.0327191
3.5568,3.66201,0.0316748,0.0321804
3.55608,3.62566,0.0349004,0.0313067
3.59879,3.6612,0.032598,0.0315409
3.53846,3.62396,0.0330097,0.0348192
3.5853,3.66242,0.0344642,0.0333884
3.55847,3.63588,0.033367,0.0313371
3.56278,3.6288,0.0365726,0.0316177
3.56458,3.6332,0.0361837,0.0320965
3.59786,3.68412,0.0333824,0.0295602
3.54713,3.60535,0.0348733,0.033493
3.63116,3.64969,0.0314854,0.034024
3.55789,3.56857,0.0342981,0.0312872
3.60254,3.6607,0.0325014,0.0304673
3.66398,3.60727,0.0312609,0.032207
3.61142,3.68724,0.0325993,0.0312512
3.57054,3.61156,0.0327045,0.0329348
3.56788,3.65026,0.0344968,0.0330401
3.55323,3.62851,0.0355054,0.0321888
3.52797,3.66467,0.0340429,0.0312196
3.52148,3.65767,0.0347736,0.0319915
3.51643,3.64605,0.0342802,0.0323392
3.56156,3.64821,0.0316331,0.0328392
3.56169,3.61572,0.0333342,0.032383
3.55417,3.63879,0.0330661,0.0338053
3.55879,3.60847,0.0331847,0.0325881
3.59901,3.66429,0.0329632,0.0323589
3.53749,3.6452,0.0328785,0.0311173
3.60922,3.66195,0.0317404,0.0307168
3.53406,3.61342,0.0337419,0.032228
3.57347,3.63234,0.032694,0.0315763
3.59104,3.66844,0.0318311,0.0334647
3.54487,3.63982,0.0371805,0.0316279
3.5869,3.58018,0.0305022,0.033855
3.62554,3.61109,0.0323559,0.0314747
3.52651,3.62877,0.0331742,0.0321528
3.56262,3.63356,0.0325337,0.0312034
3.57191,3.63827,0.033057,0.032911
3.64201,3.6923,0.0334522,0.0321619
3.55842,3.60872,0.0310526,0.0332073
3.61235,3.61205,0.0320187,0.0348096
3.60909,3.59808,0.0317011,0.0378322
3.56056,3.60348,0.0338768,0.0323329
3.61275,3.65412,0.0315164,0.0306589
3.63781,3.69254,0.0309587,0.0303506
3.62881,3.67786,0.0318817,0.0309232
3.58167,3.60581,0.0340413,0.0322298
3.57279,3.64039,0.0338898,0.0313586
3.5741,3.58697,0.0325965,0.0323983
3.5672,3.65559,0.0317542,0.0315288
3.59486,3.64248,0.0320687,0.0326159
3.58943,3.64403,0.0321167,0.0318104
3.59531,3.64824,0.0319895,0.0314107
3.56836,3.58904,0.0334368,0.0331266
3.57201,3.6647,0.0329528,0.0334342
3.58577,3.63421,0.032116,0.0310454
3.61595,3.65209,0.0317368,0.0305684
3.56332,3.63943,0.0365224,0.0390983
3.57863,3.61488,0.0328754,0.0318568
3.59169,3.61773,0.0322894,0.0314846
3.57354,3.60691,0.0329999,0.0324377
3.60909,3.61696,0.0318579,0.0330569
3.60111,3.6664,0.0322172,0.0322519
3.5955,3.65719,0.0327218,0.0315909
3.55352,3.61137,0.0331512,0.0333002
3.61256,3.65234,0.032587,0.0328408
